text_clean,english,sentiment
iyupp konflik agama kristenj udaismislam manusia sikap tindas jajah genosida zionis israel negeri umat kristen yahudi non zionis keras aksi tindas jajah genosida israel negara barat otot dukung membabibuta tutup fakta memakai doktrin tanah janji tuhan bangsa pilih tuhan umat kristen evangelical church sisa melek wawas buka membludaknya fakta tangan lapang bertolak belakang doktrin jejal muka agama,IYUPP Conflict Religion of the Human Udanislam Human Understanding the attitude of the Israeli Zionist Genocide Jajah Non -Zionist Christian State Hardly the Action of Israeli Genocide Western State Supports Muscles Support Facts Closing Facts Using Land Doctrine Promise of God Nation Choose God Evangelical Church field opposite the doctrine of the face of the face of the religion,-1
bipang zionis kw lokal simpatisan organisasi papua pro zionis israel kelojot panas nyinyir komentar sinis dukung palestina bentur nasionalisme cinta tanah air mensupport dukung juang bangsa lepas tindas jajah cinta cinta bangsa picik pola pikir your information dukung palestina mrpkn salahsatu bentuk cinta lupa sejarah bangsa era revolusi palestina salahsatu bangsa dukung bangsa jajah belanda,Bipang Zionist KW Local sympathizers of Papua Pro Zionis Organizations Israel Kelojot Hot Nyinyir Snis Support Palestine Nationalism Clashes of Love the Motherland Supports the Fighting of the Nation. The Nation Supports the Dutch Jajah Nation,1
anak moniq,Moniq child,0
negara diam coba presiden jokowi bicara joe biden demo muslim umat muslim demo perintah dukung israel demo kocak,Silent Country Try President Jokowi Speaking Joe Biden Muslim Demo Muslim Demo Order to Support Israel Hilarious Demo,1
hhhh tertawa,Hhhh laughs,0
komentar sumber daya manusia rendah,low human resource comments,0
sumber daya manusia rendah pintar bodoh erti komentar,Low Human Resources Smart Stupid Erti Comments,-1
komennya lucu,The comments are funny,1
pilih kocak,Choose hilarious,1
youtube tonton video contact person tonton video contact person welehwelehhhhh,Youtube Watch Video Contact Person Watch Video Contact Person Welehwelehhhhh,0
usir terima beda oibeibehmu debat informasi lengkap koin ajar main usir,Kiluers Receive Different Oibebehmu Debate Complete Information Coin,1
tangkap beibeh coin coin negara palestinahoaks bukti,Capture Beibeh Coin Coin State Palestinahoaks Proof,0
beibeh mu aroma tipu muslihat coin,beibeh you aroma deception coin,0
konfirmasi ismail haniyeh bicara hamas bilang israel jet bom israel pagi ituhahahajangan hamas,Confirmation Ismail Haniyeh Speaking Hamas said Israel Jet Israel Bombing Morning That Hamas,0
joqqyxn usul moniq rijkers tuduh perintah bantu hamas paham bela moniq lapor libat cemar nama perintah,joqqyxn proposal Moniq Rijkers accusing orders Hamas Help Understanding Bela Moniq Reporting Libabid Bicycle Names of Orders,0
lahhhh ustaz haikal fakta data trsebut ustaz haikal bicara lupa,lahhhh ustaz haikal facts data for ustaz haikal talking forgotten,0
pendam dendam saksi dendam trsebut balas senang lupa iblis manusia,Revenge Witnesses Revenge The He was happy to forget the Human Devils,1
lahhhh tunnel ngikut isnotreal tunnel,lahhhh tunnel following Isnotreal Tunnel,0
lawan bilang,opponent says,0
komen balas roket hamas sadar tembak roket aka tahan irondome erti,Comment Hamas Rocket Reply Aware of Rocket Shoot aka Irondome Erti,1
komen cari titik bantah titik,Comment Finding Dotting Points,0
pahit fakta data saksi ustaz haikal,Bitter Fact of Witness Data Ustaz Haikal,-1
tertawa cape sembah manusia,laughing tired of human worship,-1
jitu alas cari,Jitu Alas Look for,-1
jitu mentok,Jitu stuck,0
korban mati orang dibunuh barbar sandera anak umur,Dead victims people are killed by barbaric hostages of children aged,-1
fakta uji,test facts,0
lahir israel zionis,Born in Zionist Israel,0
nice cerdas,Nice smart,1
bagusada zionis uji semester jihad,Bagusada Zionist Jihad Semester Test,0
muslim jiwa larang ibadah kaum selesai jiwa lawan jiwa,Muslim Soul forbids Worship of the Soul of the Soul of the Soul,0
simulasi kubur ampun belit tolak,The AMPUN BELIT BELIT SIMULATION,0
hamas teroris beda hamas,Hamas Terrorist Different Hamas,0
babe haikall propokatpr pulang timur tengga indoneia bukang bodolai,Babe Haikall Propokatpr returns East Tengga Indonesia Bodolai,0
cil cill bocah cilik penyepong zionis ayah haikal gaza hamas karakter monic bayar netanyahu sebar kehoax pikir sesat,cil cill little boy penypekong zionist father haikal gaza hamas character Monic pay netanyahu scatter kehoaax thinking heresy,-1
moniqui bozz,Moniqui Bozz,0
maju haykal hamas topi cabik rudal israel,Maju Haykal Hamas Israeli Missile Hats,0
universal gantung sudut ptosfektif menjerjemahkan libat emosi pribadi salah rugi kulit putih nikah kulit hitam anak hitam putih tergantuk genetic dominan,"Universal hanging the angle of PTOSFEKTIF translating lings the personal emotions of the wrong loss of white skin marriage black black and white, the dominant dominant genetic dominant",-1
maju ayah haikal maju bebal dungu modal otot,Forward Haikal's father advanced foolish muscle capital,1
hengkang,leave,0
syahid jamin surga surga hisab cuek palestina neraka,Syahid Jamin Heaven Heaven Hisab ignorant Palestine Hell,0
al isra ayat firman bani israel tinggalah negeri palestina bangkit niscaya kumpul campur baur al maidah ayat kaum bani israel tanah suci palestina allah maju juang tanah milik yahudi takut musuh rugi,Al Isra Verses of the Firman of the Children of Israel Live Palestinian State Rise State Nisbat Mixed Mixed Al Maidah Verses of the Children of Israel Holy Land of Palestinians God Formed Fighting of Jewish Lands Fear Enemies Loss,1
milik yahudi milik umat islam umat islam nabi musaisa nama laut merah,"the Jews belonging to the Muslims of the Muslims of the Prophet Musaisa, the name of the Red Sea",0
ayat alquran terjemah,Qur'anic verse is translated,0
tafsir asbabun nuzul,Tafsir Asbabun Nuzul,0
ayat terjemah dunia,Ayat translated world,0
tafsir sila cari tafsir sahih ayat,TAFSIR SILA SEARCH TAFSIR SAHIH VERSE,0
presiden soekarno jokowi paham konflik palestina,President Soekarno Jokowi Understanding Palestinian Conflict,0
kristen dukung bebas palestina milik teman gereja rawan keluarga tinggal dunia juang warga palestina kewarganegaraan agama manusia,Kristen Palestinian Free Support belonging to a family of Family Church Friends live in the Fighting World of Palestinians Citizenship of Human Religion,1
pikir gersang hati tutup matahatimu bela buruk muslim doa saudara palestina,think arid the heart closes your sun,0
mayoritas masyarakat fasih paham sejarah palestina,the majority of people fluent in the history of Palestine,0
aga nasrani prihatin bangsa palestina agama manusia warga palestina bayang anak hilang tua istri hilang suaminyaharga benda harap palestina menang israel menang harap bangsa damai perang menang korban jatuh harap perang cepat selesai dagan perdamain menang,"Aga Christians Concerned that the Palestinian Human Religion Palestinians The shadow of the missing old child of the wife of missing SuaminyahArga, the Palestinian Winning Israel wins, hope that the peaceful war wins the victims, the war will be quickly finished in the war.",1
doa umat islam palestina lindung allah subhanahu wata,prayers of Palestinian Muslims Protest of Allah Subhanahu Wata,0
dukung palestina muslimyg waras,Support Palestine Muslimyg Wane,0
argumen palestina cinta palestina doa rakyat palestina,Palestinian Argument Palestinian Love Palestinian Prayer,1
bangsa bangsa martabat berprikemanusiaan,Humanity Nation,0
bakti disuru bubar perintah diam presiden lurah diam,Bakti Disperse Disperse Silent Order President Lurah Silent,0
nasihat bodoh benci nasihat akal niscaya cinta ali bin abi thalib,"Stupid advice hate advice, surely the love of Ali bin Abi Talib",-1
doa israel palestina damai hidup sejahtera aman sentosa,Palestinian Israeli Prayer Peaceful Living Sentosa Prosperous Living,1
jajah dunia hapus sesuai prikemanusian prikeadilan,Jajah World Delete according to Prikemanusian Prikenice,0
manusia negara masalahjangan belenggu manusia egois pikir sendiribantulah saudara selagi nan,Human State Problem and the bersion of a selfish human thinking,-1
salut anak bangsa cerdas pintar bidang,salute the Smart Smart Nation Children in the Field,1
mari peduli umat manusia cipta berazaskan keyuhanan maha esa pandang sisi latar perhati bgai hakekat manusia hidup layak timbul ego manusia moral manusia aplagi tuhan cipta isi bumi cinta,Let's care about the human creativity based on the Keyuhanan Almighty Side Side Pay attention to the essence of humans living worthy,1
pusing salah doa tuhan damai negara,Dizzy Prayer of God Peaceful State,1
heboh sedih korban korban,excited about the victim victim,1
hati benci sulit terima,HATE HATE DIFFICULT,-1
argumen proisrael debat negara israel pbb negara dunia status daulat israel hapus status jajah bangsa sikap antipenjajahan dukung jajah nama negaranegara,Proisrael Argument of Israeli State Debate United Nations World Status of Israel Daulat Removes the Status of the Nation Jajah Anti -Colonial Attitude Supports Jajah Name of the State,0
savage,Savage,0
paham mungkincuman kecam presiden nyahaha,understand maybe the president's nyahaha,0
keren husein balas dunia akhirat,Cool Husein Reply World Hereafter,1
hebat monique,great monique,1
paham sejarah salah makan,the history of eating history,0
huzein,Huzein,0
heran husain munafik perempuan negara fullus ulama lurus tangkap hihi,surprised husain hypocrites of women Fullus State Ulama Catch Hihi,1
kacau kalimat monik absurd,chaotic absurd monic sentences,-1
sok nabi salib tuhan yesus yahudi israel muslim united state america sok agama urus agmamu usik agama nabi tuhan hak hak agama,pretentious the Prophet of the Lord Jesus Jeman Israel Muslim United State America Sok Religion Urus Agmamu Ulik Religion of the Prophet Lord Rights,-1
buka pengantin bom bunuh,open the bombed bride,0
kalem bawa emosi heran,calmly bring emotions in surprise,1
nama channelnya,the name of the channel,0
terima kasih husein sehat,Thank you Husein Healthy,1
hidup zaman buka zaat ricek coogle sampaikn mbak monique,Life of the times Open Zaat Ricek Coogle until Ms. Monique,0
muslim janji benci hidup semat israel pro israel,Muslim promise to hate life in the pro -Israeli Israeli Israel,-1
rahasia umum penganut umat agama doktin minggu semoga perpecahan saya tonton warga palestina cinta indonesiadengan tonton debat hati hancur bagamaimana tahunegara pecah akibat minoritas,"The general secret of the adherents of the religious doctine of the week, hopefully my division is to watch the Palestinians of Love Indonesia by watching the debate of the heart destroyed in the year",1
mantap husein komentar,great husein comment,1
husain pro israel duduk dunia mendukung palestina kaum yahudi barat dukung palestina diladenin ramai pro palestina beda waras kalah kunciny asa manusia ditandingin israel ambil hati dunia hati dunia palestina,Husain Pro Israel Sitting World Supporting Palestine Western Jews Support Palestinians Divided with Palestinian Pro -Palestinian Different Sane Losing Human Kunciny Marked Israel Takes the Heart of the World of Palestinians,1
jabat titis dajjal antek partai komunis jabat,Jabat Titis Dajjal Antek Antek of the Communist Party,0
tvone diaduinbikin wanita bodoh cari panggung manusia debat hati enek tvone aduin in pro kontra muslim simpati palestina manusia sajalihat dunia bela manusia bodoh bela israel negara republik lagiparah tvone,TVOne is pitted in making a stupid woman looking for a human stage Debate Enek TVOne Aduin in Pros and Muslim Simpati Palestinians Humans and world Defending Humans Stupid Defending Israel State of Republican TVOne Army,-1
hi,Hi,0
maklum nene nene,Understandably Nene Nene,0
erti bangmaklum mati tinggal tunggu adzalorng mati lupa bangharap maklum,"Erti Bangmaklum died, just wait for the adzalng to die forgot to forget",0
paham islam presiden,Understanding the President of the President,0
love palestina love muhammad gazalillahi taala saudara muslimin,Love Palestine Love Muhammad Gazalillahi Taala Brother Muslimin,1
ajak debat ustaz felix shiaw,Invite Ustaz Felix Shiaw's debate,0
jaman karno palestina hamas om,The era of Karno Palestine Hamas Om,0
semangat,Spirit,0
lurus bengkok allah buka pintu hati,Straight bent Allah Open the Door of the Heart,1
cari lokasi ibuk sharelok,Find the location of Ibuk Sharelok,0
ajar sejarah salah ajar buku dongeng,teach the history of one of the fairytale books,0
pasang foto ibubilang,Install a photo of Ibubilang,0
fokus husen muka maher,Husen's focus of Maher's face,0
savage,Savage,0
ilmu mak monik jujur bohong,Mak Monik Honest Sciences Lying,1
nenek bau tanah layan husein semangat sehat,Grandma Bau Layan Layan Husein Healthy Spirit,1
dukung palestina,Support Palestine,0
skenario allah presiden skenario cepat tamat cerita,Scenario of God President Fast Scenario Completed Story,1
banggaa masssingkat,Proud Massuration,1
bela palestina israel amerika serang mati fakta,Palestinian Bela Israel American Serang Dead Fact,-1
cair cair buzzer,Liquid buzzer liquid,0
kaum bani kolor monik,Monic Color Children,0
paham ajar sejarah islam,understanding of teaching history of Islam,0
yahudi pintar ubah sejarah doa saudara muslim selamat,Jewish Smart Changing the history of the prayer of Muslim brothers Congratulations,1
nusantara sejarah kitab tulis manusia hak israelmau jajah palestina,Nusantara History of the Palestinian Jajah Israelmau Human Rights,0
kutat runutpada zaman rosullulloh bicara sejarah,Kutat Runut In Rosulloloh Age Speaking History,0
lisan husein lancar bela palestina allahu akbar,oral husein smoothly defend Palestine Allahu Akbar,1
takbirrrrrrrrrrr,Takbirrrrrrrrrrrrr,0
muslim janji hidup semat benci israel pro israel allahhuakbarrr,Muslim Promise for Life Semat Hate Israel Pro Israel Allahhuakbarrr,-1
sekak,checkmate,0
paham paham bela israel agama paham sejarah israel hubung nazi,Understanding of Bela Israel Religion Understanding the history of Israel Nazi,0
semangat husein kasih paham paham,Husein's spirit of understanding understanding,0
manusia mati attaturk,Humans die Attaturk,0
tonton nenek emak cod,Watch Grandma Mother Cod,0
semangat hussen cerdas salah,Hussen's intelligent spirit is wrong,1
pro israel mending teroris pergi israel,Pro Israel mending terrorists to go Israel,0
masak karno mentah monik,cook karno raw monik,-1
